Date,AvgFreq_Hz,FreqVariationIndex,Freq_4990_5005_pct,Freq_below_4990_pct,Bhutan_Exchange_MU,Bhutan_DayPeak_MW,Bhutan_DayAvg_MW,Nepal_Exchange_MU,Nepal_DayPeak_MW,Nepal_DayAvg_MW,Bangladesh_Exchange_MU,Bangladesh_DayPeak_MW,Bangladesh_DayAvg_MW,Flow_East_to_North,Flow_East_to_NorthEast,Flow_East_to_South,Flow_East_to_West,Flow_NorthEast_to_North,Flow_West_to_North,Flow_West_to_South
28-01-2024,50.0,0.043,80.24,5.95,-8.3,-347.0,-12.1,-629.0,-503.0,-21.3,-1055.0,-886.0,,-91.4,9.3,-58.2,-34.0,17.2,-220.5,-49.3
29-01-2024,50.01,0.03,76.27,2.0,-8.4,-348.0,-10.8,-594.0,-449.0,-20.9,-1049.0,-872.0,,-74.9,7.3,-59.7,-36.9,17.2,-208.6,-60.4
30-01-2024,49.99,0.037,83.7,6.77,-7.3,-306.0,-11.7,-688.0,-486.0,-20.8,-1054.0,-867.0,,-60.4,6.7,-59.8,-32.6,16.7,-92.7,-86.8
31-01-2024,50.01,0.03,78.1,3.24,-7.3,-305.0,-11.3,-588.0,-471.0,-20.9,-1073.0,-870.0,,-72.2,6.0,-63.3,-40.7,16.7,-183.9,-124.4
01-02-2024,50.01,0.038,72.04,4.02,-8.4,-350.0,-11.2,-337.0,-467.0,-21.3,-1063.0,-888.0,,-55.8,5.1,-69.2,-55.6,16.7,-145.1,-113.6
02-02-2024,50.0,0.048,74.77,6.68,-7.1,-295.0,-12.0,-331.0,-502.0,-19.8,-1049.0,-823.0,,-75.0,5.9,-68.5,-54.3,16.6,-158.5,-113.2
03-02-2024,49.99,0.055,69.72,12.97,-9.4,-391.0,-12.2,-473.0,-510.0,-21.1,-1054.0,-880.0,,-97.1,9.6,-66.7,-59.1,17.2,-184.1,-87.5
04-02-2024,49.99,0.067,70.02,10.2,-8.7,-361.0,-13.4,-574.0,-556.0,-22.2,-1053.0,-923.0,,-77.3,6.5,-91.5,-42.9,17.3,-172.3,-83.6
05-02-2024,50.02,0.057,60.5,5.45,-10.3,-430.0,-12.9,-584.0,-536.0,-22.2,-1061.0,-925.0,,-73.6,6.1,-98.8,-37.2,16.7,-149.1,-116.6
06-02-2024,49.99,0.043,77.75,6.3,-10.7,-444.0,-12.7,-581.0,-527.0,-22.1,-1053.0,-923.0,,-80.1,7.4,-104.8,-40.2,16.7,-142.5,-80.2
07-02-2024,50.01,0.036,75.44,3.1,-9.0,-375.0,-11.7,554.0,-488.0,-22.1,-1068.0,-923.0,,-80.4,6.8,-102.8,-46.7,16.7,-143.5,-73.2
08-02-2024,50.0,0.041,73.84,5.94,-9.1,-378.0,-11.7,-645.0,-489.0,-22.0,-1054.0,-918.0,,-67.0,4.9,-102.2,-32.4,17.0,-128.6,-131.5
09-02-2024,49.99,0.044,74.66,7.81,-9.4,-390.0,-12.5,-647.0,-519.0,-20.2,-1040.0,-840.0,,-66.2,7.0,-93.8,-38.4,16.7,-139.7,-76.1
10-02-2024,50.0,0.03,79.53,2.42,-14.0,-583.0,-11.2,-512.0,-468.0,-24.2,-1055.0,-1009.0,,-68.2,7.5,-97.0,-34.2,16.7,-161.0,-88.6
11-02-2024,50.0,0.028,82.87,2.18,-11.1,-462.0,-12.9,-613.0,-540.0,-22.9,-1053.0,-953.0,,-66.8,5.8,-94.0,-18.6,17.3,-133.0,-82.2
12-02-2024,50.01,0.048,71.12,6.5,-12.4,-516.0,-12.1,-568.0,-502.0,-21.2,-1059.0,-883.0,,-76.5,6.0,-97.2,-14.4,17.1,-170.9,-73.2
13-02-2024,50.01,0.042,71.4,4.39,-10.4,-433.0,-12.6,-627.0,-526.0,-21.0,-1059.0,-873.0,,-75.9,6.1,-104.4,-11.9,16.7,-149.1,-68.9
14-02-2024,50.01,0.035,76.04,2.94,-9.4,-392.0,-14.1,-618.0,-589.0,-21.3,-1064.0,-887.0,,-74.0,5.1,-105.9,-12.3,16.7,-136.9,-120.7
15-02-2024,50.01,0.04,72.49,3.75,-9.5,-395.0,-12.8,-578.0,-532.0,-21.1,-1049.0,-880.0,,-74.2,3.7,-104.2,-25.6,16.7,-140.7,-126.3
16-02-2024,50.0,0.032,79.5,3.32,-9.4,-390.0,-13.6,-562.0,-565.0,-20.2,-1021.0,-840.0,,-80.3,4.5,-98.1,-33.8,16.7,-137.4,-87.6
17-02-2024,49.99,0.051,72.86,10.17,-6.2,-259.0,-12.1,-560.0,-503.0,-19.2,-1034.0,-800.0,,-82.8,5.3,-106.8,-35.0,16.9,-153.3,-101.6
18-02-2024,50.01,0.082,65.01,8.89,-10.0,-416.0,-13.5,-504.0,-564.0,-15.2,-1038.0,-634.0,,-79.1,6.8,-104.5,-41.4,17.4,-109.2,-115.9
19-02-2024,50.01,0.074,62.62,7.71,-10.9,-456.0,-13.2,-884.0,-550.0,-21.4,-1043.0,-890.0,,-79.1,6.8,-104.5,-41.4,17.4,-109.2,-115.9
20-02-2024,49.96,0.07,73.18,17.25,-11.4,-475.0,-12.5,-510.0,-522.0,-22.0,-1042.0,-915.0,,-86.7,6.9,-118.4,-37.7,16.6,-78.2,-151.6
21-02-2024,49.99,0.044,78.39,9.79,-7.5,-314.0,-12.8,-579.0,-531.0,-20.2,-1028.0,-842.0,,-94.0,8.4,-117.0,-49.1,16.6,-62.5,-117.0
22-02-2024,49.99,0.04,80.53,6.23,-9.0,-377.0,-9.8,-562.0,-409.0,-21.5,-1052.0,-895.0,,-98.6,6.1,-116.9,-31.2,17.0,-80.6,-117.3
23-02-2024,49.99,0.041,79.02,9.47,-8.0,-333.0,-11.9,-512.0,-497.0,-21.0,-1048.0,-875.0,,-94.8,7.2,-122.2,-29.1,17.3,-100.9,-119.5
24-02-2024,50.0,0.042,73.23,8.28,-9.0,-374.0,-10.4,-224.0,-433.0,-21.4,-1047.0,-892.0,,-105.2,6.5,-121.7,-44.5,18.6,-98.1,-149.7
25-02-2024,50.01,0.037,75.2,3.51,-9.2,-381.0,-13.6,-234.0,-568.0,-22.1,-1044.0,-920.0,,-110.7,6.5,-118.8,-47.1,17.3,-110.8,-112.2
26-02-2024,50.01,0.048,70.37,4.68,-8.7,-363.0,-14.1,-270.0,-588.0,-16.2,-1049.0,-675.0,,-100.9,2.1,-114.9,-36.3,17.2,-130.6,-119.9
27-02-2024,50.01,0.029,79.56,1.56,-12.6,-523.0,-14.6,-573.0,-610.0,-12.5,-633.0,-522.0,,-80.6,4.2,-117.3,-24.6,17.0,-101.5,-111.1
28-02-2024,50.01,0.033,78.75,2.62,-10.5,-436.0,-15.0,-565.0,-625.0,-17.5,-1055.0,-727.0,,-82.9,6.4,-115.9,-32.3,17.3,-107.8,-114.2
29-02-2024,50.01,0.036,77.4,2.8,-11.2,-466.0,-14.6,-624.0,-608.0,-22.2,-1064.0,-927.0,,-90.0,7.9,-116.4,-31.2,15.6,-113.0,-149.1
01-03-2024,50.0,0.043,75.97,6.56,-6.0,-251.0,-14.1,-689.0,-586.0,-21.0,-1045.0,-873.0,,-90.2,10.4,-75.4,-22.3,16.8,-121.9,-168.5
02-03-2024,50.01,0.052,71.75,5.0,-7.0,-291.0,-12.5,-520.0,-523.0,-21.9,-1062.0,-913.0,,-33.6,7.3,-122.4,-15.7,17.4,-21.3,-140.5
03-03-2024,50.04,0.072,68.11,0.98,-5.7,-236.0,-11.2,-757.0,-469.0,-22.9,-1070.0,-956.0,,-21.4,9.0,-120.9,-18.2,17.3,-17.5,-216.6
04-03-2024,50.01,0.045,73.69,3.26,-5.5,-230.0,-13.2,-596.0,-548.0,-23.1,-1066.0,-962.0,,-53.4,10.2,-121.4,-29.4,17.1,-22.9,-152.4
05-03-2024,50.0,0.047,73.18,7.67,-7.9,-330.0,-10.5,-321.0,-438.0,-21.2,-1080.0,-885.0,,-53.7,10.3,-117.0,-24.2,17.4,-45.1,-222.6
06-03-2024,49.99,0.046,76.93,8.76,-7.5,-314.0,-13.6,-607.0,-568.0,-22.7,-1075.0,-945.0,,-57.7,10.3,-116.8,-26.7,17.3,-69.9,-158.0
07-03-2024,50.0,0.03,81.84,4.72,-10.9,-453.0,-11.7,-675.0,-485.0,-22.3,-1066.0,-930.0,,-40.9,10.9,-115.4,-10.5,17.3,-49.7,-162.5
08-03-2024,50.0,0.041,75.88,5.69,-10.4,-432.0,-14.0,-632.0,-583.0,-22.1,-1057.0,-923.0,,-35.3,11.9,-115.3,-17.3,17.5,-44.8,-213.4
09-03-2024,50.0,0.051,74.87,7.44,-9.6,-400.0,-12.9,-657.0,-538.0,-22.0,-1072.0,-915.0,,-32.2,2.1,-111.3,-18.8,10.3,-32.3,-199.8
10-03-2024,50.0,0.037,78.81,5.96,-10.8,-449.0,-10.3,-369.0,-428.0,-24.6,-1073.0,-1025.0,,-36.6,-9.4,-108.6,-9.3,-4.2,-38.1,-135.0
11-03-2024,49.99,0.039,78.34,8.47,-10.3,-430.0,-14.3,-643.0,-597.0,-21.9,-943.0,-914.0,,-51.5,4.1,-113.4,-12.8,11.1,-39.6,-193.0
12-03-2024,49.98,0.046,75.95,9.46,-10.3,-429.0,-14.4,-700.0,-601.0,-24.7,-1079.0,-1029.0,,-46.6,5.0,-116.0,-8.5,15.9,-56.4,-146.6
13-03-2024,49.99,0.036,80.03,6.66,-9.7,-403.0,-14.9,-631.0,-621.0,-24.6,-1095.0,-1025.0,,-34.6,5.0,-108.1,-4.9,16.2,-56.6,-145.0
14-03-2024,49.99,0.031,82.85,3.63,-11.1,-463.0,-13.6,-673.0,-568.0,-24.6,-1075.0,-1025.0,,-38.8,7.9,-108.9,-15.8,16.2,-61.9,-142.6
15-03-2024,50.0,0.036,77.22,5.64,-10.5,-439.0,-15.0,-683.0,-626.0,-20.0,-1057.0,-834.0,,-38.1,9.3,-115.4,-6.8,16.2,-69.8,-153.9
16-03-2024,50.0,0.04,73.61,6.79,-10.2,-425.0,-12.7,-584.0,-527.0,-24.3,-1073.0,-1013.0,,-35.0,9.8,-109.3,-13.9,15.7,-84.5,-143.3
17-03-2024,50.01,0.041,76.06,3.47,-11.1,-462.0,-12.8,-763.0,-534.0,-24.8,-1089.0,-1031.0,,-43.8,6.9,-115.8,-16.3,15.7,-99.4,-121.3
18-03-2024,50.0,0.033,77.43,4.79,-10.1,-420.0,-12.8,-380.0,-533.0,-25.0,-1097.0,-1042.0,,-50.3,6.3,-118.5,-19.0,16.2,-91.4,-185.2
19-03-2024,50.01,0.026,80.22,2.09,-11.1,-464.0,-13.3,-703.0,-556.0,-24.7,-1078.0,-1028.0,,-45.4,4.3,-123.1,-8.7,16.1,-99.5,-131.9
20-03-2024,50.01,0.035,78.38,3.73,-11.6,-483.0,-15.6,-654.0,-650.0,-25.2,-1099.0,-1051.0,,-69.0,9.9,-123.0,-27.1,16.1,-96.4,-190.7
21-03-2024,50.0,0.036,79.78,5.82,-5.1,-213.0,-11.9,-577.0,-497.0,-24.6,-1075.0,-1023.0,,-78.8,11.4,-115.3,-33.4,16.3,-72.3,-121.7
22-03-2024,49.99,0.035,81.71,5.82,-1.7,-69.0,-13.8,-585.0,-574.0,-22.8,-1077.0,-951.0,,-69.2,19.2,-116.1,-35.7,16.0,-49.8,-138.8
23-03-2024,49.99,0.035,81.09,6.69,-4.1,-170.0,-11.4,-558.0,-476.0,-24.9,-1093.0,-1038.0,,-70.2,22.0,-117.0,-28.7,16.0,-89.6,-188.0
24-03-2024,49.99,0.033,80.78,5.1,-5.3,-222.0,-8.4,-426.0,-350.0,-24.7,-1101.0,-1029.0,,-58.4,18.2,-113.0,-30.4,15.6,-56.6,-126.6
25-03-2024,49.99,0.041,81.45,6.61,-6.6,-274.0,-4.9,-272.0,-204.0,-23.7,-1107.0,-989.0,,-38.5,13.4,-114.1,-26.6,16.2,-19.2,-226.9
26-03-2024,49.99,0.045,76.34,9.73,-1.7,-70.0,-4.7,-283.0,-195.0,-23.7,-1086.0,-985.0,,-65.1,22.9,-116.9,-39.8,16.0,-34.0,-151.7
27-03-2024,49.99,0.049,73.08,11.45,-5.7,-236.0,-9.8,-527.0,-408.0,-24.4,-1074.0,-1018.0,,-67.1,18.9,-108.7,-25.2,16.3,-48.5,-127.6
28-03-2024,49.98,0.062,76.57,11.06,-9.3,-387.0,-11.2,-504.0,-468.0,-24.5,-1108.0,-1022.0,,-39.7,11.4,-108.2,6.0,11.6,-45.4,-176.0
29-03-2024,50.0,0.036,77.94,6.7,-6.6,-275.0,-11.6,-521.0,-483.0,-24.5,-1074.0,-1022.0,,-34.1,10.6,-104.8,0.8,15.5,-44.7,-137.1
30-03-2024,50.01,0.023,84.2,1.77,-4.4,-181.0,-11.3,-467.0,-472.0,-24.9,-1093.0,-1038.0,,-31.8,10.3,-108.2,5.6,15.9,-36.2,-183.2
31-03-2024,50.0,0.036,78.83,5.16,-4.2,-174.0,-8.5,-525.0,-354.0,-23.9,-1117.0,-996.0,,-42.6,16.1,-107.9,-1.8,14.3,-41.3,-211.4
29-04-2024,50.02,0.021,85.02,1.61,-3.1,-130.0,-13.1,-808.0,-546.0,-18.3,-1055.0,-762.0,,-15.1,7.9,-104.3,50.2,16.3,-90.5,-129.3
30-04-2024,50.0,0.035,71.09,1.7,-2.3,-94.0,-13.6,-805.0,-565.0,-22.8,-1049.0,-950.0,,3.2,10.4,-62.2,54.9,22.1,-79.7,-110.4
01-05-2024,50.02,0.023,81.0,1.57,1.0,42.0,-11.8,-734.0,-491.0,-23.0,-1082.0,-957.0,,11.1,9.9,-95.5,72.2,18.9,-124.3,-117.9
02-05-2024,50.01,0.026,82.09,1.97,-3.1,-128.0,-14.0,-816.0,-584.0,-23.2,-1085.0,-968.0,,13.3,7.2,-101.0,57.8,16.2,-127.3,-140.8
03-05-2024,50.01,0.031,74.16,1.41,-3.3,-138.0,-13.9,-835.0,-579.0,-22.8,-1082.0,-951.0,,5.7,6.5,-100.2,53.2,16.7,-147.1,-143.4
04-05-2024,50.02,0.028,83.04,3.68,-4.3,-177.0,-8.5,-713.0,-354.0,-23.4,-1088.0,-973.0,,-5.7,4.6,-100.2,53.3,16.1,-150.4,-124.5
05-05-2024,50.0,0.042,81.08,3.82,-4.0,-166.0,-10.9,-727.0,-454.0,-22.0,-1064.0,-918.0,,-22.5,16.1,-92.7,40.2,15.6,-156.9,-79.7
06-05-2024,50.01,0.036,68.88,4.24,-4.0,-167.0,-11.6,-753.0,-484.0,-22.1,-1058.0,-920.0,,-58.6,21.1,-97.2,20.2,15.6,-181.6,-86.4
07-05-2024,50.03,0.064,69.26,1.78,-3.7,-155.0,-11.4,-729.0,-476.0,-20.6,-1048.0,-858.0,,-62.3,16.9,-99.5,8.3,15.9,-217.6,-96.2
08-05-2024,50.01,0.032,71.45,2.93,-3.2,-134.0,-9.5,-625.0,-395.0,-20.4,-1049.0,-848.0,,-65.0,13.4,-96.8,12.5,16.2,-210.1,-101.5
09-05-2024,50.01,0.023,79.09,2.12,-3.8,-159.0,-11.5,-725.0,-480.0,-13.5,-795.0,-563.0,,-70.0,11.0,-99.4,7.6,16.1,-191.0,-127.4
10-05-2024,50.02,0.042,75.53,0.13,-3.8,-159.0,-11.6,-735.0,-483.0,-10.1,-607.0,-419.0,,-63.7,11.6,-102.0,9.5,16.2,-174.7,-130.8
11-05-2024,49.99,0.034,84.02,6.82,-3.7,-153.0,-11.0,-702.0,-457.0,-20.6,-1036.0,-859.0,,-49.3,12.4,-95.0,24.0,16.8,-116.5,-116.6
12-05-2024,49.99,0.031,80.75,6.39,-3.5,-145.0,-8.0,-600.0,-335.0,-22.8,-1062.0,-949.0,,-62.4,10.7,-96.2,28.4,16.0,-136.9,-55.8
13-05-2024,50.02,0.024,78.06,0.56,-2.7,-111.0,-8.9,-545.0,-372.0,-22.8,-1048.0,-950.0,,-54.8,3.9,-86.6,41.5,16.0,-211.5,-50.5
14-05-2024,50.01,0.025,79.07,2.05,-3.3,-138.0,-11.3,-610.0,-470.0,-22.7,-1052.0,-946.0,,-13.9,-2.1,-88.3,57.2,15.9,-209.0,-86.2
15-05-2024,50.0,0.02,85.41,2.14,-2.1,-85.0,-11.9,-814.0,-497.0,-23.0,-1063.0,-956.0,,-13.3,0.1,-83.9,60.9,17.2,-232.8,-71.7
16-05-2024,50.0,0.018,89.21,1.4,-1.3,-53.0,-11.7,-813.0,-486.0,-23.2,-1073.0,-967.0,,-18.6,-0.9,-85.6,55.0,16.3,-242.6,-63.8
17-05-2024,50.0,0.021,85.95,3.25,-1.2,-50.0,-12.8,-816.0,-534.0,-23.5,-1069.0,-979.0,,-20.0,-0.1,-83.8,47.1,15.3,-244.2,-49.6
18-05-2024,50.01,0.021,82.3,3.47,-1.4,-60.0,-11.1,-748.0,-460.0,-22.9,-1071.0,-955.0,,-19.3,7.6,-81.7,46.7,15.5,-253.2,-41.4
19-05-2024,50.01,0.017,85.2,0.84,3.0,123.0,-9.2,-673.0,-384.0,-22.9,-1058.0,-955.0,,-37.4,11.3,-72.3,39.4,16.3,-267.3,-17.0
20-05-2024,50.01,0.021,82.12,0.42,3.1,129.0,-8.3,-717.0,-345.0,-22.8,-1061.0,-952.0,,-45.9,3.9,-78.8,30.8,13.1,-278.4,-31.7
21-05-2024,50.01,0.026,80.3,2.58,2.5,103.0,-9.2,-724.0,-383.0,-22.8,-1055.0,-949.0,,-31.5,-5.4,-80.1,31.9,7.4,-286.7,-19.0
22-05-2024,50.01,0.02,84.32,0.42,3.9,164.0,-8.8,-577.0,-367.0,-22.6,-1054.0,-940.0,,-35.6,-6.4,-81.4,35.2,7.4,-309.6,10.0
23-05-2024,50.0,0.02,87.73,1.92,3.4,141.0,-6.8,-530.0,-282.0,-22.6,-1053.0,-943.0,,-23.0,-10.8,-80.5,38.7,7.9,-303.9,2.1
24-05-2024,49.99,0.023,87.42,2.73,1.7,73.0,-10.3,-731.0,-428.0,-22.4,-1040.0,-931.0,,-19.6,-11.2,-78.0,37.0,7.9,-312.3,23.9
25-05-2024,49.99,0.03,82.22,5.76,1.9,78.0,-8.4,-617.0,-351.0,-22.3,-1040.0,-930.0,,4.1,-12.2,-63.5,60.4,8.6,-333.1,83.9
26-05-2024,50.01,0.024,79.69,2.21,8.0,334.0,-3.7,88.0,-153.0,-22.3,-1027.0,-931.0,,-9.9,-2.6,-59.7,39.9,13.3,-340.4,111.7
27-05-2024,50.0,0.023,82.81,2.91,8.1,338.0,-3.4,-491.0,-143.0,-11.7,-1025.0,-486.0,,-65.5,17.2,-74.9,29.6,12.9,-348.7,48.8
28-05-2024,50.01,0.029,76.31,1.86,9.5,397.0,3.9,189.0,163.0,-14.0,-1021.0,-583.0,,-49.8,38.6,-72.0,24.3,10.5,-362.6,65.6
29-05-2024,50.01,0.036,73.33,2.57,13.9,580.0,0.0,56.0,0.0,-22.0,-1032.0,-918.0,,-30.8,33.5,-67.3,37.9,12.3,-358.3,43.4
30-05-2024,50.03,0.03,69.8,1.15,4.4,183.0,-5.9,-716.0,-245.0,-22.6,-1033.0,-943.0,,-34.0,33.0,-71.4,44.9,16.1,-307.3,35.4
31-05-2024,50.01,0.028,79.79,2.09,2.2,90.0,-1.7,-329.0,-71.0,-22.0,-1029.0,-918.0,,-70.7,28.3,-84.4,33.0,16.2,-282.2,-15.5
01-06-2024,49.99,0.025,85.2,4.05,3.4,140.0,-0.6,-49.0,-23.0,-23.3,-1066.0,-971.0,,-52.6,24.8,-87.0,42.7,12.9,-281.4,-26.7
02-06-2024,49.98,0.03,88.65,6.01,1.4,60.0,-0.5,124.0,-20.0,-23.4,-1033.0,-974.0,,-60.0,24.6,-79.3,25.4,15.8,-268.4,15.9
03-06-2024,50.01,0.029,80.01,4.14,1.5,64.0,-3.6,-579.0,-150.0,-23.1,-1023.0,-963.0,,-61.5,29.3,-78.2,22.7,16.2,-301.6,-1.0
04-06-2024,50.01,0.029,78.89,4.03,2.2,91.0,-0.1,108.0,-5.0,-23.6,-1036.0,-982.0,,-48.3,23.0,-84.1,42.8,16.2,-283.0,-25.1
05-06-2024,50.02,0.044,69.59,3.53,7.6,315.0,-2.0,-125.0,-83.0,-23.3,-1033.0,-970.0,,-39.6,18.1,-82.4,49.8,16.0,-270.3,-29.6
06-06-2024,50.02,0.034,71.59,2.57,2.6,106.0,-0.7,60.0,-30.0,-23.7,-1043.0,-986.0,,-27.7,11.8,-75.6,52.0,15.6,-214.3,0.6
07-06-2024,50.01,0.024,81.94,2.09,1.9,78.0,-4.1,-542.0,-169.0,-23.4,-1038.0,-975.0,,-37.3,9.1,-60.5,41.8,15.6,-276.3,-3.3
08-06-2024,49.99,0.021,90.46,2.89,1.1,46.0,-3.2,-434.0,-133.0,-23.5,-1038.0,-978.0,,-31.1,9.6,-60.9,33.8,16.7,-314.8,72.3
09-06-2024,49.99,0.035,80.2,7.06,2.2,92.0,-3.6,-423.0,-149.0,-23.7,-1039.0,-986.0,,-15.4,20.6,-52.9,43.3,21.5,-335.0,109.4
10-06-2024,50.02,0.032,72.8,3.6,1.5,64.0,-1.9,-34.0,-80.0,-23.3,-1030.0,-973.0,,-24.1,9.5,-59.5,53.7,11.5,-361.5,89.2
11-06-2024,50.03,0.031,73.41,0.47,1.7,70.0,-0.3,-40.0,-14.0,-23.4,-1040.0,-976.0,,-6.0,4.3,-58.6,56.4,12.7,-384.1,74.1
12-06-2024,50.01,0.018,86.24,0.73,6.3,263.0,1.0,445.0,44.0,-23.7,-1034.0,-987.0,,-18.9,13.0,-66.1,58.1,23.5,-369.3,47.0
13-06-2024,50.01,0.02,82.73,0.39,15.7,653.0,1.3,194.0,55.0,-23.3,-1037.0,-972.0,,-33.7,14.6,-66.3,47.9,21.1,-351.3,37.8
14-06-2024,50.0,0.035,79.04,3.53,23.6,982.0,2.7,270.0,113.0,-18.4,-1030.0,-768.0,,-43.6,14.3,-72.8,41.9,15.4,-348.9,41.7
15-06-2024,49.97,0.051,77.95,16.39,18.4,766.0,4.4,168.0,185.0,-23.1,-1027.0,-963.0,,-47.2,19.5,-65.6,43.7,14.4,-370.0,79.4
16-06-2024,49.99,0.039,83.66,7.91,21.7,904.0,5.2,307.0,218.0,-23.0,-1027.0,-959.0,,-75.2,22.7,-70.3,32.0,14.4,-348.2,62.2
17-06-2024,50.0,0.036,83.61,3.72,23.8,992.0,4.8,355.0,200.0,-24.0,-1047.0,-1001.0,,-76.6,22.0,-75.0,35.2,13.0,-363.1,41.1
18-06-2024,50.02,0.031,71.61,1.85,22.7,948.0,6.5,397.0,270.0,-24.3,-1031.0,-1013.0,,-60.7,22.4,-80.5,42.6,11.9,-352.9,20.3
19-06-2024,50.03,0.028,66.55,0.1,22.6,943.0,10.2,595.0,423.0,-24.1,-1024.0,-1002.0,,-63.9,24.5,-85.7,55.5,15.1,-339.2,-4.1
20-06-2024,50.01,0.045,71.74,6.31,32.7,1363.0,12.1,676.0,503.0,-24.1,-1043.0,-1003.0,,-51.9,23.7,-83.2,58.2,14.0,-258.1,0.5
21-06-2024,50.01,0.03,79.7,4.22,30.8,1283.0,11.6,483.0,485.0,-24.2,-1023.0,-1008.0,,-69.6,12.3,-80.2,32.5,9.1,-297.9,11.4
22-06-2024,49.99,0.04,73.52,9.97,22.6,943.0,11.1,608.0,463.0,-24.4,-1029.0,-1018.0,,-71.3,10.1,-74.2,35.8,8.2,-334.6,52.2
23-06-2024,49.99,0.037,76.83,7.96,22.5,935.0,9.4,463.0,392.0,-24.4,-1034.0,-1018.0,,-56.2,8.2,-61.7,33.1,7.4,-352.3,90.7
24-06-2024,49.99,0.04,77.81,8.43,26.1,1088.0,5.9,352.0,245.0,-24.6,-1033.0,-1024.0,,-55.9,11.1,-64.9,40.2,7.2,-381.0,81.4
25-06-2024,49.99,0.03,82.23,5.81,34.5,1436.0,8.9,628.0,370.0,-24.6,-1038.0,-1026.0,,-63.9,19.2,-64.4,34.8,16.0,-381.1,86.3
26-06-2024,50.01,0.024,79.72,2.07,34.4,1433.0,9.7,716.0,403.0,-24.5,-1038.0,-1020.0,,-78.5,15.6,-65.0,30.2,12.3,-391.0,78.9
27-06-2024,50.0,0.024,79.02,2.93,33.4,1390.0,10.8,646.0,450.0,-24.2,-1027.0,-1008.0,,-64.9,15.8,-65.4,35.1,12.0,-339.9,80.7
28-06-2024,50.0,0.026,82.04,3.22,29.2,1215.0,11.6,687.0,483.0,-24.0,-1031.0,-1000.0,,-72.6,16.1,-70.9,37.1,12.5,-321.0,54.3
29-06-2024,50.0,0.023,84.41,3.15,36.1,1505.0,11.8,635.0,493.0,-24.3,-1031.0,-1012.0,,-74.2,21.0,-79.4,36.6,12.4,-317.9,11.7
30-06-2024,49.99,0.03,84.17,5.87,36.2,1510.0,13.3,638.0,553.0,-24.3,-1039.0,-1014.0,,-73.2,23.5,-83.9,33.1,11.9,-254.7,-16.6
01-07-2024,50.01,0.029,77.29,1.97,33.9,1413.0,13.6,705.0,568.0,-24.5,-1031.0,-1022.0,,-79.1,27.5,-83.3,12.8,11.9,-287.9,2.0
02-07-2024,50.0,0.036,77.08,5.27,35.2,1467.0,14.4,722.0,602.0,-24.5,-1032.0,-1020.0,,-79.8,17.3,-81.9,12.8,3.1,-280.6,7.5
03-07-2024,49.99,0.036,78.8,7.31,37.0,1543.0,15.0,735.0,623.0,-18.9,-1020.0,-788.0,,-53.2,-0.4,-87.2,16.3,-14.3,-238.9,-21.9
04-07-2024,49.99,0.037,79.58,8.66,34.0,1416.0,14.2,722.0,591.0,-23.9,-1025.0,-996.0,,-42.0,-3.7,-103.8,28.1,-16.1,-169.5,-25.1
05-07-2024,49.99,0.058,67.66,11.7,35.4,1476.0,14.6,732.0,608.0,-23.9,-1027.0,-995.0,,-39.8,-0.7,-99.6,36.4,-17.0,-169.3,-27.9
06-07-2024,50.02,0.05,77.25,1.83,34.3,1430.0,8.5,718.0,356.0,-24.4,-1077.0,-1017.0,,-10.5,-5.3,-90.0,42.0,-17.0,-146.3,-21.2
07-07-2024,49.99,11.611,81.55,7.03,40.5,1685.0,14.9,780.0,620.0,-24.7,-1039.0,-1029.0,,-32.9,-5.5,-81.9,43.7,-17.0,-177.3,35.3
08-07-2024,50.0,0.028,84.5,4.76,40.0,1667.0,16.5,511.0,688.0,-24.3,-1032.0,-1012.0,,-55.9,-5.1,-86.6,36.0,-16.9,-205.5,34.3
09-07-2024,49.99,0.049,74.46,11.92,38.9,1620.0,15.3,758.0,638.0,-24.4,-1036.0,-1017.0,,-54.4,-4.6,-80.2,38.3,-16.9,-231.6,32.9
10-07-2024,50.0,0.04,73.31,7.77,37.9,1579.0,16.9,753.0,705.0,-24.4,-1030.0,-1017.0,,-66.9,-3.4,-81.1,35.6,-16.9,-260.4,46.3
11-07-2024,50.0,0.022,83.97,3.24,40.4,1682.0,16.8,796.0,699.0,-24.5,-1043.0,-1022.0,,-58.0,-5.7,-81.7,39.4,-16.9,-244.7,2.6
12-07-2024,50.01,0.034,72.45,4.25,40.4,1683.0,17.9,791.0,747.0,-24.3,-1039.0,-1011.0,,-47.5,-8.3,-87.0,48.1,-16.9,-219.0,-11.0
13-07-2024,50.01,0.052,70.95,7.25,39.2,1634.0,17.9,858.0,748.0,-24.3,-1035.0,-1012.0,,-44.4,-11.2,-75.9,43.9,-16.9,-269.2,45.7
14-07-2024,49.99,0.037,81.59,6.92,37.7,1570.0,17.3,829.0,719.0,-24.4,-1029.0,-1018.0,,-39.2,-15.2,-64.6,38.7,-16.8,-292.8,109.6
15-07-2024,49.99,0.041,71.82,8.96,36.5,1520.0,16.2,717.0,674.0,-24.2,-1028.0,-1008.0,,-53.4,-12.2,-65.6,25.3,-16.9,-310.7,73.5
